13:17:10, 10.20%, 3%, 2.72 Gb, 0.32 Gb, 4.21 W
13:17:40, 6.94%, 2%, 3.68 Gb, 3.75 Gb, 10.93 W
13:17:40, 7.00%, 2%, 3.67 Gb, 3.75 Gb, 10.93 W
13:17:40, 6.82%, 3%, 3.67 Gb, 3.75 Gb, 10.94 W
13:17:40, 6.81%, 3%, 3.64 Gb, 3.75 Gb, 10.94 W
13:17:40, 6.80%, 3%, 3.63 Gb, 3.75 Gb, 10.92 W
13:17:40, 6.74%, 3%, 3.65 Gb, 3.75 Gb, 10.92 W
13:17:40, 6.62%, 0%, 3.65 Gb, 3.75 Gb, 10.90 W
13:17:40, 6.74%, 0%, 3.64 Gb, 3.75 Gb, 10.90 W
13:17:40, 6.69%, 0%, 3.65 Gb, 3.75 Gb, 10.89 W
13:17:40, 6.63%, 0%, 3.66 Gb, 3.75 Gb, 10.89 W
13:17:40, 6.81%, 4%, 3.66 Gb, 3.75 Gb, 10.89 W
13:17:40, 6.75%, 4%, 3.64 Gb, 3.75 Gb, 10.90 W
13:17:40, 6.81%, 4%, 3.64 Gb, 3.75 Gb, 10.90 W
13:17:40, 6.68%, 4%, 3.64 Gb, 3.75 Gb, 10.88 W
13:17:40, 6.63%, 2%, 3.64 Gb, 3.75 Gb, 10.88 W
13:17:41, 6.62%, 2%, 3.65 Gb, 3.75 Gb, 10.86 W
13:17:41, 6.62%, 2%, 3.65 Gb, 3.75 Gb, 10.86 W
13:17:41, 6.44%, 2%, 3.65 Gb, 3.75 Gb, 10.85 W
13:17:41, 6.49%, 0%, 3.65 Gb, 3.75 Gb, 10.85 W
13:17:41, 6.36%, 0%, 3.66 Gb, 3.75 Gb, 10.84 W
13:17:41, 6.55%, 0%, 3.67 Gb, 3.75 Gb, 10.84 W
13:17:41, 6.55%, 0%, 3.64 Gb, 3.75 Gb, 10.82 W
13:17:41, 6.73%, 0%, 3.63 Gb, 3.75 Gb, 10.82 W
13:17:41, 6.49%, 0%, 3.64 Gb, 3.75 Gb, 10.82 W
13:17:41, 6.50%, 0%, 3.66 Gb, 3.75 Gb, 10.82 W
13:17:41, 6.62%, 0%, 3.65 Gb, 3.75 Gb, 10.83 W
13:17:41, 6.80%, 1%, 3.63 Gb, 3.75 Gb, 10.83 W
13:17:41, 6.86%, 1%, 3.62 Gb, 3.75 Gb, 10.82 W
13:17:41, 6.79%, 1%, 3.63 Gb, 3.75 Gb, 10.82 W
13:17:41, 6.54%, 1%, 3.64 Gb, 3.75 Gb, 10.81 W
13:17:41, 6.44%, 1%, 3.64 Gb, 3.75 Gb, 10.81 W
13:17:41, 6.49%, 1%, 3.63 Gb, 3.75 Gb, 10.78 W
13:17:41, 6.49%, 1%, 3.63 Gb, 3.75 Gb, 10.78 W
13:17:41, 6.54%, 1%, 3.63 Gb, 3.75 Gb, 10.77 W
13:17:41, 6.54%, 0%, 3.61 Gb, 3.75 Gb, 10.77 W
13:17:42, 6.54%, 0%, 3.61 Gb, 3.75 Gb, 10.77 W
13:17:42, 6.73%, 0%, 3.62 Gb, 3.75 Gb, 10.77 W
13:17:42, 6.79%, 0%, 3.65 Gb, 3.75 Gb, 10.78 W
13:17:42, 6.91%, 3%, 3.65 Gb, 3.75 Gb, 10.78 W
13:17:42, 6.61%, 3%, 3.63 Gb, 3.75 Gb, 10.77 W
13:17:42, 6.61%, 3%, 3.63 Gb, 3.75 Gb, 10.77 W
13:17:42, 6.61%, 3%, 3.62 Gb, 3.75 Gb, 10.77 W
13:17:42, 6.49%, 0%, 3.62 Gb, 3.75 Gb, 10.77 W
13:17:42, 6.44%, 0%, 3.62 Gb, 3.75 Gb, 10.76 W
13:17:42, 6.32%, 0%, 3.61 Gb, 3.75 Gb, 10.76 W
13:17:42, 6.44%, 2%, 3.61 Gb, 3.75 Gb, 10.77 W
13:17:42, 6.45%, 2%, 3.60 Gb, 3.75 Gb, 10.77 W
13:17:42, 6.62%, 2%, 3.63 Gb, 3.75 Gb, 10.76 W
13:17:42, 6.68%, 2%, 3.63 Gb, 3.75 Gb, 10.76 W
13:17:42, 6.62%, 2%, 3.63 Gb, 3.75 Gb, 10.77 W
13:17:42, 6.67%, 2%, 3.62 Gb, 3.75 Gb, 10.77 W
13:17:42, 6.79%, 2%, 3.61 Gb, 3.75 Gb, 10.77 W
13:17:42, 6.68%, 2%, 3.60 Gb, 3.75 Gb, 10.77 W
13:17:42, 6.79%, 0%, 3.60 Gb, 3.75 Gb, 10.78 W
13:17:43, 6.86%, 0%, 3.59 Gb, 3.75 Gb, 10.78 W
13:17:43, 6.68%, 0%, 3.59 Gb, 3.75 Gb, 10.79 W
13:17:43, 6.51%, 0%, 3.60 Gb, 3.75 Gb, 10.78 W
13:17:43, 6.76%, 0%, 3.59 Gb, 3.75 Gb, 10.78 W
13:17:43, 6.62%, 0%, 3.61 Gb, 3.75 Gb, 10.78 W
13:17:43, 6.61%, 0%, 3.60 Gb, 3.75 Gb, 10.78 W
13:17:43, 6.62%, 0%, 3.60 Gb, 3.75 Gb, 10.79 W
13:17:43, 6.86%, 1%, 3.62 Gb, 3.75 Gb, 10.79 W
13:17:43, 6.91%, 1%, 3.62 Gb, 3.75 Gb, 10.80 W
13:17:43, 7.09%, 1%, 3.62 Gb, 3.75 Gb, 10.80 W
13:17:43, 7.02%, 1%, 3.62 Gb, 3.75 Gb, 10.81 W
13:17:43, 7.02%, 1%, 3.66 Gb, 3.75 Gb, 10.81 W
13:17:43, 6.68%, 1%, 3.65 Gb, 3.75 Gb, 10.80 W
13:17:43, 6.63%, 1%, 3.64 Gb, 3.75 Gb, 10.80 W
13:17:43, 6.57%, 1%, 3.64 Gb, 3.75 Gb, 10.79 W
13:17:43, 6.57%, 1%, 3.64 Gb, 3.75 Gb, 10.79 W
13:17:43, 6.57%, 1%, 3.64 Gb, 3.75 Gb, 10.78 W
13:17:43, 6.56%, 1%, 3.65 Gb, 3.75 Gb, 10.78 W
13:17:43, 6.49%, 1%, 3.64 Gb, 3.75 Gb, 10.77 W
13:17:43, 6.44%, 0%, 3.65 Gb, 3.75 Gb, 10.77 W
13:17:44, 6.44%, 0%, 3.64 Gb, 3.75 Gb, 10.77 W
13:17:44, 6.73%, 0%, 3.65 Gb, 3.75 Gb, 10.77 W
13:17:44, 6.45%, 0%, 3.61 Gb, 3.75 Gb, 10.77 W
13:17:44, 6.46%, 1%, 3.58 Gb, 3.75 Gb, 10.77 W
13:17:44, 6.75%, 1%, 3.58 Gb, 3.75 Gb, 10.77 W
13:17:44, 6.69%, 1%, 3.58 Gb, 3.75 Gb, 10.77 W
13:17:44, 6.50%, 1%, 3.60 Gb, 3.75 Gb, 10.78 W
13:17:44, 6.62%, 0%, 3.60 Gb, 3.75 Gb, 10.78 W
13:17:44, 6.51%, 0%, 3.58 Gb, 3.75 Gb, 10.80 W
13:17:44, 6.57%, 0%, 3.58 Gb, 3.75 Gb, 10.80 W
13:17:44, 6.44%, 0%, 3.57 Gb, 3.75 Gb, 10.81 W
13:17:44, 6.44%, 2%, 3.58 Gb, 3.75 Gb, 10.81 W
13:17:44, 6.64%, 2%, 3.60 Gb, 3.75 Gb, 10.82 W
13:17:44, 6.63%, 2%, 3.60 Gb, 3.75 Gb, 10.82 W
13:17:44, 6.81%, 2%, 3.60 Gb, 3.75 Gb, 10.82 W
13:17:44, 6.75%, 2%, 3.60 Gb, 3.75 Gb, 10.82 W
13:17:44, 6.63%, 2%, 3.60 Gb, 3.75 Gb, 10.83 W
13:17:44, 6.64%, 2%, 3.58 Gb, 3.75 Gb, 10.83 W
13:17:44, 6.83%, 1%, 3.60 Gb, 3.75 Gb, 10.85 W
13:17:45, 6.88%, 1%, 3.62 Gb, 3.75 Gb, 10.85 W
13:17:45, 6.76%, 1%, 3.63 Gb, 3.75 Gb, 10.86 W
13:17:45, 6.88%, 1%, 3.64 Gb, 3.75 Gb, 10.86 W
13:17:45, 6.87%, 1%, 3.64 Gb, 3.75 Gb, 10.86 W
13:17:45, 6.76%, 1%, 3.65 Gb, 3.75 Gb, 10.86 W
13:17:45, 6.63%, 1%, 3.66 Gb, 3.75 Gb, 10.86 W
13:17:45, 6.83%, 1%, 3.65 Gb, 3.75 Gb, 10.86 W
13:17:45, 6.88%, 2%, 3.65 Gb, 3.75 Gb, 10.87 W
13:17:45, 6.88%, 2%, 3.64 Gb, 3.75 Gb, 10.85 W
13:17:45, 6.70%, 2%, 3.63 Gb, 3.75 Gb, 10.85 W
13:17:45, 6.76%, 2%, 3.61 Gb, 3.75 Gb, 10.84 W
13:17:45, 6.71%, 1%, 3.61 Gb, 3.75 Gb, 10.84 W
13:17:45, 6.82%, 1%, 3.60 Gb, 3.75 Gb, 10.82 W
13:17:45, 6.81%, 1%, 3.60 Gb, 3.75 Gb, 10.82 W
13:17:45, 6.70%, 1%, 3.58 Gb, 3.75 Gb, 10.71 W
13:17:45, 6.69%, 1%, 3.59 Gb, 3.75 Gb, 10.71 W
13:17:45, 6.81%, 1%, 3.61 Gb, 3.75 Gb, 10.23 W
13:17:45, 6.86%, 1%, 3.61 Gb, 3.75 Gb, 10.23 W
13:17:45, 6.99%, 1%, 3.60 Gb, 3.75 Gb, 9.66 W
13:17:45, 7.36%, 5%, 3.62 Gb, 3.76 Gb, 9.66 W
13:17:46, 8.17%, 5%, 3.62 Gb, 3.76 Gb, 9.25 W
13:17:46, 8.53%, 5%, 3.62 Gb, 3.76 Gb, 9.25 W
13:17:46, 8.70%, 5%, 3.63 Gb, 3.76 Gb, 8.86 W
13:17:46, 8.95%, 84%, 3.62 Gb, 3.76 Gb, 8.86 W
13:17:46, 9.37%, 84%, 3.64 Gb, 3.76 Gb, 8.87 W
13:17:46, 9.50%, 84%, 3.64 Gb, 3.76 Gb, 8.87 W
13:17:46, 9.46%, 84%, 3.63 Gb, 3.76 Gb, 8.91 W
13:17:46, 9.70%, 14%, 3.63 Gb, 3.76 Gb, 8.91 W
13:17:46, 9.98%, 14%, 3.63 Gb, 3.76 Gb, 8.93 W
13:17:46, 10.11%, 14%, 3.62 Gb, 3.76 Gb, 8.93 W
13:17:46, 10.23%, 14%, 3.59 Gb, 3.76 Gb, 8.94 W
13:17:46, 10.28%, 3%, 3.60 Gb, 3.76 Gb, 8.94 W
13:17:46, 10.40%, 3%, 3.59 Gb, 3.76 Gb, 8.94 W
13:17:46, 10.35%, 3%, 3.60 Gb, 3.76 Gb, 8.94 W
13:17:46, 10.41%, 3%, 3.59 Gb, 3.76 Gb, 8.95 W
13:17:46, 10.60%, 2%, 3.60 Gb, 3.76 Gb, 8.95 W
13:17:46, 10.71%, 2%, 3.57 Gb, 3.76 Gb, 9.05 W
13:17:46, 10.77%, 2%, 3.58 Gb, 3.76 Gb, 9.05 W
13:17:46, 10.54%, 2%, 3.59 Gb, 3.76 Gb, 9.55 W
13:17:46, 9.91%, 3%, 3.59 Gb, 3.76 Gb, 9.55 W
13:17:47, 9.31%, 3%, 3.59 Gb, 3.76 Gb, 10.11 W
13:17:47, 9.23%, 3%, 3.59 Gb, 3.76 Gb, 10.11 W
13:17:47, 8.97%, 3%, 3.58 Gb, 3.76 Gb, 10.54 W
13:17:47, 8.77%, 3%, 3.58 Gb, 3.76 Gb, 10.54 W
13:17:47, 8.64%, 3%, 3.57 Gb, 3.76 Gb, 10.94 W
13:17:47, 8.52%, 3%, 3.59 Gb, 3.76 Gb, 10.94 W
13:17:47, 8.06%, 3%, 3.61 Gb, 3.76 Gb, 10.94 W
13:17:47, 7.99%, 3%, 3.61 Gb, 3.76 Gb, 10.94 W
13:17:47, 8.05%, 3%, 3.61 Gb, 3.76 Gb, 10.90 W
13:17:47, 7.76%, 3%, 3.59 Gb, 3.76 Gb, 10.88 W
13:17:47, 7.93%, 3%, 3.59 Gb, 3.76 Gb, 10.88 W
13:17:47, 7.89%, 3%, 3.58 Gb, 3.76 Gb, 10.88 W
13:17:47, 8.01%, 3%, 3.61 Gb, 3.76 Gb, 10.88 W
13:17:47, 7.77%, 3%, 3.59 Gb, 3.76 Gb, 10.89 W
13:17:47, 7.53%, 3%, 3.58 Gb, 3.76 Gb, 10.89 W
13:17:47, 7.50%, 3%, 3.60 Gb, 3.76 Gb, 10.90 W
13:17:47, 7.58%, 3%, 3.61 Gb, 3.76 Gb, 10.90 W
13:17:47, 7.69%, 3%, 3.63 Gb, 3.76 Gb, 10.89 W
13:17:47, 7.75%, 5%, 3.63 Gb, 3.76 Gb, 10.89 W
13:17:48, 7.80%, 5%, 3.62 Gb, 3.76 Gb, 10.49 W
13:17:48, 7.68%, 5%, 3.62 Gb, 3.76 Gb, 10.49 W
13:17:48, 7.39%, 5%, 3.61 Gb, 3.76 Gb, 10.06 W
13:17:48, 7.44%, 10%, 3.61 Gb, 3.76 Gb, 10.06 W
13:17:48, 7.46%, 10%, 3.61 Gb, 3.76 Gb, 9.63 W
13:17:48, 7.45%, 10%, 3.61 Gb, 3.76 Gb, 9.63 W
13:17:48, 7.61%, 10%, 3.64 Gb, 3.76 Gb, 9.20 W
13:17:48, 7.57%, 8%, 3.64 Gb, 3.76 Gb, 9.20 W
13:17:48, 7.26%, 8%, 3.63 Gb, 3.76 Gb, 8.77 W
13:17:48, 7.19%, 8%, 3.64 Gb, 3.76 Gb, 8.77 W
13:17:48, 7.19%, 8%, 3.63 Gb, 3.76 Gb, 8.34 W
13:17:48, 7.13%, 6%, 3.61 Gb, 3.76 Gb, 8.34 W
13:17:48, 7.13%, 6%, 3.60 Gb, 3.76 Gb, 7.93 W
13:17:48, 7.13%, 6%, 3.60 Gb, 3.76 Gb, 7.93 W
13:17:48, 7.31%, 6%, 3.61 Gb, 3.76 Gb, 7.52 W
13:17:48, 7.73%, 10%, 3.61 Gb, 3.76 Gb, 7.52 W
13:17:48, 7.37%, 10%, 3.60 Gb, 3.76 Gb, 6.64 W
13:17:48, 7.61%, 10%, 3.59 Gb, 3.76 Gb, 6.64 W
13:17:48, 7.50%, 10%, 3.60 Gb, 3.76 Gb, 6.03 W
13:17:48, 7.45%, 13%, 3.59 Gb, 3.76 Gb, 6.03 W
13:17:49, 7.44%, 13%, 3.59 Gb, 3.76 Gb, 5.94 W
13:17:49, 7.86%, 13%, 3.59 Gb, 3.76 Gb, 5.94 W
13:17:49, 7.76%, 13%, 3.60 Gb, 3.76 Gb, 5.74 W
13:17:49, 7.69%, 12%, 3.60 Gb, 3.76 Gb, 5.74 W
13:17:49, 7.98%, 12%, 3.60 Gb, 3.76 Gb, 5.67 W
13:17:49, 7.63%, 12%, 3.61 Gb, 3.76 Gb, 5.67 W
13:17:49, 7.75%, 12%, 3.61 Gb, 3.76 Gb, 5.54 W
13:17:49, 7.93%, 11%, 3.62 Gb, 3.76 Gb, 5.54 W
13:17:49, 8.11%, 11%, 3.61 Gb, 3.76 Gb, 5.39 W
13:17:49, 8.17%, 11%, 3.60 Gb, 3.76 Gb, 5.39 W
13:17:49, 8.11%, 12%, 3.58 Gb, 3.76 Gb, 5.13 W
13:17:49, 8.12%, 12%, 3.57 Gb, 3.76 Gb, 5.13 W
13:17:49, 8.30%, 12%, 3.59 Gb, 3.76 Gb, 5.08 W
13:17:49, 8.29%, 12%, 3.59 Gb, 3.76 Gb, 5.08 W
13:17:49, 7.88%, 12%, 3.59 Gb, 3.76 Gb, 4.79 W
13:17:49, 7.94%, 12%, 3.59 Gb, 3.76 Gb, 4.79 W
13:17:49, 7.80%, 12%, 3.61 Gb, 3.76 Gb, 4.71 W
13:17:49, 7.80%, 12%, 3.61 Gb, 3.76 Gb, 4.59 W
13:17:49, 7.73%, 1%, 3.62 Gb, 3.76 Gb, 4.59 W
13:17:50, 7.85%, 1%, 3.64 Gb, 3.76 Gb, 4.52 W
13:17:50, 7.37%, 1%, 3.63 Gb, 3.76 Gb, 4.52 W
13:17:50, 7.30%, 1%, 3.61 Gb, 3.76 Gb, 4.43 W
13:17:50, 7.49%, 3%, 3.61 Gb, 3.76 Gb, 4.43 W
13:17:50, 7.38%, 3%, 3.61 Gb, 3.76 Gb, 4.36 W
13:17:50, 7.43%, 3%, 3.62 Gb, 3.76 Gb, 4.36 W
13:17:50, 7.36%, 3%, 3.63 Gb, 3.76 Gb, 4.29 W
13:17:50, 7.30%, 4%, 3.62 Gb, 3.76 Gb, 4.29 W
13:17:50, 7.33%, 4%, 3.63 Gb, 3.76 Gb, 4.26 W
13:17:50, 7.11%, 4%, 3.64 Gb, 3.76 Gb, 4.26 W
13:17:50, 7.06%, 4%, 3.69 Gb, 3.76 Gb, 4.19 W
13:17:50, 6.99%, 3%, 3.67 Gb, 3.76 Gb, 4.19 W
13:17:50, 6.91%, 3%, 3.66 Gb, 3.76 Gb, 4.17 W
13:17:50, 6.98%, 3%, 3.66 Gb, 3.76 Gb, 4.17 W
13:17:50, 6.92%, 3%, 3.64 Gb, 3.76 Gb, 4.12 W
13:17:50, 6.79%, 2%, 3.64 Gb, 3.76 Gb, 4.12 W
13:17:50, 6.92%, 2%, 3.63 Gb, 3.76 Gb, 4.18 W
13:17:50, 6.91%, 2%, 3.62 Gb, 3.76 Gb, 4.18 W
13:17:50, 7.27%, 2%, 3.62 Gb, 3.76 Gb, 4.30 W
13:17:50, 7.22%, 36%, 3.61 Gb, 3.76 Gb, 4.30 W
13:17:51, 7.22%, 36%, 3.63 Gb, 3.76 Gb, 4.28 W
13:17:51, 7.23%, 36%, 3.64 Gb, 3.76 Gb, 4.28 W
13:17:51, 7.29%, 36%, 3.64 Gb, 3.76 Gb, 4.24 W
13:17:51, 7.10%, 1%, 3.63 Gb, 3.76 Gb, 4.24 W
13:17:51, 6.93%, 1%, 3.64 Gb, 3.76 Gb, 4.24 W
13:17:51, 7.05%, 1%, 3.63 Gb, 3.76 Gb, 4.24 W
13:17:51, 7.10%, 1%, 3.62 Gb, 3.76 Gb, 4.20 W
13:17:51, 7.11%, 2%, 3.65 Gb, 3.76 Gb, 4.20 W
13:17:51, 7.21%, 2%, 3.66 Gb, 3.76 Gb, 4.20 W
13:17:51, 7.22%, 2%, 3.66 Gb, 3.76 Gb, 4.20 W
13:17:51, 7.05%, 2%, 3.63 Gb, 3.76 Gb, 4.16 W
13:17:51, 7.00%, 2%, 3.63 Gb, 3.76 Gb, 4.16 W
13:17:51, 6.81%, 2%, 3.63 Gb, 3.76 Gb, 4.17 W
13:17:51, 7.29%, 2%, 3.64 Gb, 3.76 Gb, 4.17 W
13:17:51, 7.23%, 28%, 3.65 Gb, 3.76 Gb, 4.34 W
13:17:51, 7.13%, 28%, 3.65 Gb, 3.76 Gb, 4.34 W
13:17:51, 7.06%, 28%, 3.65 Gb, 3.76 Gb, 4.34 W
13:17:51, 7.19%, 28%, 3.65 Gb, 3.76 Gb, 4.34 W
13:17:51, 6.87%, 9%, 3.65 Gb, 3.76 Gb, 4.32 W
13:17:52, 6.86%, 9%, 3.65 Gb, 3.76 Gb, 4.32 W
13:17:52, 6.81%, 9%, 3.65 Gb, 3.76 Gb, 4.20 W
13:17:52, 6.86%, 9%, 3.66 Gb, 3.76 Gb, 4.20 W
13:17:52, 7.22%, 12%, 3.67 Gb, 3.76 Gb, 4.26 W
13:17:52, 7.11%, 12%, 3.67 Gb, 3.76 Gb, 4.26 W
13:17:52, 7.30%, 12%, 3.69 Gb, 3.76 Gb, 4.45 W
13:17:52, 7.19%, 12%, 3.69 Gb, 3.76 Gb, 4.48 W
13:17:52, 7.06%, 26%, 3.70 Gb, 3.76 Gb, 4.48 W
13:17:52, 7.30%, 26%, 3.70 Gb, 3.76 Gb, 4.50 W
13:17:52, 7.18%, 26%, 3.70 Gb, 3.76 Gb, 4.50 W
13:17:52, 7.37%, 26%, 3.68 Gb, 3.76 Gb, 4.55 W
13:17:52, 7.36%, 4%, 3.67 Gb, 3.76 Gb, 4.55 W
13:17:52, 7.49%, 4%, 3.68 Gb, 3.76 Gb, 4.56 W
13:17:52, 7.30%, 4%, 3.66 Gb, 3.76 Gb, 4.56 W
13:17:52, 7.00%, 4%, 3.66 Gb, 3.76 Gb, 4.59 W
13:17:52, 7.11%, 9%, 3.63 Gb, 3.76 Gb, 4.59 W
13:17:52, 7.18%, 9%, 3.61 Gb, 3.76 Gb, 4.38 W
13:17:52, 7.06%, 9%, 3.63 Gb, 3.76 Gb, 4.38 W
13:17:52, 7.01%, 9%, 3.61 Gb, 3.76 Gb, 4.32 W
13:17:52, 7.24%, 1%, 3.63 Gb, 3.76 Gb, 4.32 W
13:17:53, 7.11%, 1%, 3.62 Gb, 3.76 Gb, 4.32 W
13:17:53, 7.30%, 1%, 3.62 Gb, 3.76 Gb, 4.32 W
13:17:53, 6.94%, 1%, 3.62 Gb, 3.76 Gb, 4.32 W
13:17:53, 6.75%, 2%, 3.63 Gb, 3.76 Gb, 4.32 W
13:17:53, 6.93%, 2%, 3.61 Gb, 3.76 Gb, 4.26 W
13:17:53, 6.87%, 2%, 3.62 Gb, 3.76 Gb, 4.26 W
13:17:53, 6.80%, 2%, 3.64 Gb, 3.76 Gb, 4.09 W
13:17:53, 6.75%, 2%, 3.64 Gb, 3.76 Gb, 4.09 W
13:17:53, 6.74%, 2%, 3.64 Gb, 3.76 Gb, 4.04 W
13:17:53, 6.73%, 2%, 3.64 Gb, 3.76 Gb, 4.04 W
13:17:53, 6.80%, 2%, 3.65 Gb, 3.76 Gb, 4.03 W
13:17:53, 6.79%, 1%, 3.66 Gb, 3.76 Gb, 4.03 W
13:17:53, 6.86%, 1%, 3.65 Gb, 3.76 Gb, 4.03 W
13:17:53, 6.86%, 1%, 3.65 Gb, 3.76 Gb, 4.03 W
13:17:53, 6.86%, 1%, 3.65 Gb, 3.76 Gb, 3.96 W
13:17:53, 6.73%, 2%, 3.63 Gb, 3.76 Gb, 3.96 W
13:17:53, 6.74%, 2%, 3.65 Gb, 3.76 Gb, 3.96 W
13:17:53, 6.80%, 2%, 3.67 Gb, 3.76 Gb, 3.96 W
13:17:53, 6.80%, 2%, 3.67 Gb, 3.76 Gb, 3.96 W
13:17:53, 6.68%, 2%, 3.65 Gb, 3.76 Gb, 3.96 W
13:17:54, 6.69%, 2%, 3.65 Gb, 3.76 Gb, 3.96 W
13:17:54, 6.68%, 2%, 3.67 Gb, 3.76 Gb, 3.96 W
13:17:54, 6.74%, 2%, 3.66 Gb, 3.76 Gb, 3.95 W
13:17:54, 6.79%, 2%, 3.66 Gb, 3.76 Gb, 3.95 W
13:17:54, 6.68%, 2%, 3.66 Gb, 3.76 Gb, 3.95 W
13:17:54, 6.56%, 2%, 3.65 Gb, 3.76 Gb, 3.95 W
13:17:54, 6.49%, 2%, 3.65 Gb, 3.76 Gb, 3.93 W
13:17:54, 6.73%, 2%, 3.61 Gb, 3.76 Gb, 3.93 W
13:17:54, 6.86%, 2%, 3.61 Gb, 3.76 Gb, 3.93 W
13:17:54, 6.87%, 2%, 3.59 Gb, 3.76 Gb, 3.93 W
13:17:54, 6.86%, 1%, 3.57 Gb, 3.76 Gb, 3.96 W
13:17:54, 6.61%, 1%, 3.57 Gb, 3.76 Gb, 3.97 W
13:17:54, 6.74%, 1%, 3.57 Gb, 3.76 Gb, 3.97 W
13:17:54, 6.66%, 1%, 3.58 Gb, 3.76 Gb, 3.93 W
13:17:54, 6.56%, 1%, 3.57 Gb, 3.76 Gb, 3.93 W
13:17:54, 6.68%, 1%, 3.60 Gb, 3.76 Gb, 3.95 W
13:17:54, 6.73%, 1%, 3.60 Gb, 3.76 Gb, 3.95 W
13:17:54, 6.50%, 1%, 3.58 Gb, 3.76 Gb, 3.97 W
13:17:54, 6.80%, 6%, 3.59 Gb, 3.76 Gb, 3.97 W
13:17:55, 6.86%, 6%, 3.59 Gb, 3.76 Gb, 4.10 W
13:17:55, 7.12%, 6%, 3.59 Gb, 3.76 Gb, 4.10 W
13:17:55, 6.98%, 6%, 3.57 Gb, 3.76 Gb, 4.24 W
13:17:55, 6.86%, 9%, 3.58 Gb, 3.76 Gb, 4.24 W
13:17:55, 7.11%, 9%, 3.59 Gb, 3.76 Gb, 4.37 W
13:17:55, 7.17%, 9%, 3.58 Gb, 3.76 Gb, 4.37 W
13:17:55, 7.35%, 9%, 3.60 Gb, 3.76 Gb, 4.53 W
13:17:55, 7.24%, 25%, 3.60 Gb, 3.76 Gb, 4.53 W
13:17:55, 7.18%, 25%, 3.62 Gb, 3.76 Gb, 4.68 W
13:17:55, 7.26%, 25%, 3.62 Gb, 3.76 Gb, 4.68 W
13:17:55, 7.25%, 25%, 3.62 Gb, 3.76 Gb, 4.82 W
13:17:55, 7.44%, 8%, 3.63 Gb, 3.76 Gb, 4.82 W
13:17:55, 7.43%, 8%, 3.62 Gb, 3.76 Gb, 4.95 W
13:17:55, 7.26%, 8%, 3.61 Gb, 3.76 Gb, 4.95 W
13:17:55, 7.40%, 8%, 3.62 Gb, 3.76 Gb, 5.08 W
13:17:55, 7.50%, 8%, 3.61 Gb, 3.76 Gb, 5.08 W
13:17:55, 7.51%, 8%, 3.60 Gb, 3.76 Gb, 5.24 W
13:17:55, 7.68%, 8%, 3.60 Gb, 3.76 Gb, 5.24 W
13:17:55, 7.63%, 8%, 3.61 Gb, 3.76 Gb, 5.38 W
13:17:55, 7.57%, 14%, 3.62 Gb, 3.76 Gb, 5.38 W
13:17:56, 7.34%, 14%, 3.64 Gb, 3.76 Gb, 5.50 W
13:17:56, 7.58%, 14%, 3.62 Gb, 3.76 Gb, 5.50 W
13:17:56, 7.76%, 14%, 3.62 Gb, 3.76 Gb, 5.51 W
13:17:56, 7.64%, 25%, 3.62 Gb, 3.76 Gb, 5.51 W
13:17:56, 7.58%, 25%, 3.62 Gb, 3.76 Gb, 5.49 W
13:17:56, 7.56%, 25%, 3.62 Gb, 3.76 Gb, 5.49 W
13:17:56, 7.50%, 4%, 3.64 Gb, 3.76 Gb, 5.36 W
13:17:56, 7.38%, 4%, 3.64 Gb, 3.76 Gb, 5.36 W
13:17:56, 7.55%, 4%, 3.64 Gb, 3.76 Gb, 5.21 W
13:17:56, 7.62%, 4%, 3.66 Gb, 3.76 Gb, 5.21 W
13:17:56, 7.27%, 2%, 3.65 Gb, 3.76 Gb, 5.07 W
13:17:56, 7.49%, 2%, 3.63 Gb, 3.76 Gb, 5.07 W
13:17:56, 7.31%, 2%, 3.62 Gb, 3.76 Gb, 4.92 W
13:17:56, 7.20%, 2%, 3.61 Gb, 3.76 Gb, 4.92 W
13:17:56, 7.26%, 8%, 3.61 Gb, 3.76 Gb, 4.84 W
13:17:56, 7.32%, 8%, 3.61 Gb, 3.76 Gb, 4.84 W
13:17:56, 7.14%, 8%, 3.60 Gb, 3.76 Gb, 4.85 W
13:17:56, 7.37%, 8%, 3.59 Gb, 3.76 Gb, 4.72 W
13:17:56, 7.13%, 18%, 3.58 Gb, 3.76 Gb, 4.72 W
13:17:57, 7.34%, 18%, 3.61 Gb, 3.76 Gb, 4.59 W
13:17:57, 7.23%, 18%, 3.61 Gb, 3.76 Gb, 4.59 W
13:17:57, 7.11%, 18%, 3.62 Gb, 3.76 Gb, 4.43 W
13:17:57, 6.93%, 3%, 3.63 Gb, 3.76 Gb, 4.43 W
13:17:57, 6.92%, 3%, 3.63 Gb, 3.76 Gb, 4.29 W
13:17:57, 6.93%, 3%, 3.63 Gb, 3.76 Gb, 4.29 W
13:17:57, 6.99%, 3%, 3.65 Gb, 3.76 Gb, 4.29 W
13:17:57, 7.04%, 15%, 3.63 Gb, 3.76 Gb, 4.29 W
13:17:57, 7.28%, 15%, 3.63 Gb, 3.76 Gb, 4.30 W
13:17:57, 6.80%, 15%, 3.62 Gb, 3.76 Gb, 4.30 W
13:17:57, 6.99%, 15%, 3.62 Gb, 3.76 Gb, 4.32 W
13:17:57, 6.94%, 3%, 3.61 Gb, 3.76 Gb, 4.32 W
